i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	Anordnung	link
285	284	1BvR3007/07	28.04.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/04/rk20110428_1bvr300707.html;jsessionid=3128BD5DE4F09D2A885FD47ED405C691.2_cid383
286	285	2BvR2172/13	26.08.2014	2	2	2	 den Richter Landau die Richterinnen Kessal-Wulf König  	Landau, Kessal-Wulf, König	Landau, Kessal-Wulf, König	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/08/rk20140826_2bvr217213.html;jsessionid=14FC8D0435368B46C0F60591516D7E6E.2_cid392
287	286	2BvR2382/992BvR2383/992BvR2384/992BvR2385/992BvR2386/992BvR2387/992BvR2388/992BvR2389/99	20.01.2000	2	3	3	 Richterin Präsidentin Limbach die Richter Hassemer Broß  	Limbach, Hassemer, Broß	Limbach, Hassemer, Broß	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/01/rk20000120_2bvr238299.html;jsessionid=2D695BAD8F3792E6DB6E07D1718DA6BE.2_cid392
288	287	1BvR848/07	25.11.2008	1	NA	NA	 Präsident Papier Hohmann-Dennhardt Bryde Gaier Eichberger Schluckebier Kirchhof Masing  	Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing	Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/11/rs20081125_1bvr084807.html;jsessionid=83184D9ED7117BDE5754B0B017743976.2_cid393
289	288	1BvR1904/951BvR602/961BvR1032/961BvR1395/971BvR2284/971BvR1126/941BvR1158/941BvR1661/951BvR2180/951BvR283/971BvR224/971BvR35/98	15.12.1999	1	NA	NA	 Vizepräsidenten Papier der Richter Grimm Kühling der Richterinnen Jaeger Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt  	Papier, Grimm, Kühling, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt	Papier, Grimm, Kühling, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/12/rs19991215_1bvr190495.html;jsessionid=2179D6219899012BCE4F25B63D7327C4.2_cid392
290	289	1BvR2368/06	23.02.2007	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/02/rk20070223_1bvr236806.html;jsessionid=45943E37C582A85927D6A3ED0314B868.2_cid370
291	290	2BvR31/06	25.07.2008	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Gerhardt  	Mellinghoff, Lübbe-Wolff, Gerhardt	Mellinghoff, Lübbe-Wolff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/07/rk20080725_2bvr003106.html;jsessionid=FF4479DC2877D9B17DEFAB4C4492FD3E.2_cid361
292	291	1BvR3598/08	25.02.2009	1	1	1	 den Präsidenten Papier die Richter Eichberger Masing  	Papier, Eichberger, Masing	Papier, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/02/rk20090225_1bvr359808.html;jsessionid=DE2DE7A6B30E76FF36CB2125BC59788F.2_cid393
293	292	2BvR1291/09	03.07.2009	2	3	3	 den Vizepräsidenten Voßkuhle den Richter Mellinghoff die Richterin Lübbe-Wolff  	Voßkuhle, Mellinghoff, Lübbe-Wolff	Voßkuhle, Mellinghoff, Lübbe-Wolff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/07/rk20090703_2bvr129109.html;jsessionid=CA10CAD6DA6C6F7A42C8B65FF112B022.2_cid393
294	293	1BvR636/95	20.09.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	None	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/09/rk19990920_1bvr063695.html;jsessionid=24391807022EB4CC84ADD16C1B043810.2_cid361
295	294	2BvR1533/08	04.02.2009	2	3	3	 den Vizepräsidenten Voßkuhle den Richter Mellinghoff die Richterin Lübbe-Wolff  	Voßkuhle, Mellinghoff, Lübbe-Wolff	Voßkuhle, Mellinghoff, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/02/rk20090204_2bvr153308.html;jsessionid=03F443AFC69D30E56E8EF98E1E7EDDB5.2_cid361
296	295	2BvR2333/11	21.11.2011	2	3	3	 die Richterin Lübbe-Wolff die Richter Landau Huber  	Lübbe-Wolff, Landau, Huber	Lübbe-Wolff, Landau, Huber	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/11/rk20111121_2bvr233311.html;jsessionid=2C446E393E68B0F6D4747EACD1C39B3D.2_cid393
297	296	2BvR1208/97	15.02.2000	2	3	3	 Präsidentin Limbach die Richter Hassemer Di Fabio  	Limbach, Hassemer, Di Fabio	Limbach, Hassemer, DiFabio	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/02/rk20000215_2bvr120897.html;jsessionid=5680F045B15E5138A96B5EA05B1A2EF3.2_cid383
298	297	1BvR2614/12	17.04.2013	1	1	1	 den Vizepräsidenten Kirchhof den Richter Eichberger die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130417_1bvr261412.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383
299	298	2BvF2/982BvF3/982BvF1/992BvF2/99	16.09.1999	2	NA	NA	 Präsidentin Limbach Kirchhof Jentsch Hassemer Broß Osterloh  	Limbach, Kirchhof, Jentsch, Hassemer, Broß, Osterloh	Limbach, Kirchhof, Jentsch, Hassemer, Broß, Osterloh	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/09/fs19990916_2bvf000298.html;jsessionid=39487BDE873AD798016960F1CDE8A13D.2_cid361
300	299	2BvR274/032BvR937/03	25.02.2008	2	3	3	 den Richter Broß die Richterin Osterloh den Richter Mellinghoff  	Broß, Osterloh, Mellinghoff	Broß, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/02/rk20080225_2bvr027403.html;jsessionid=A72DACB1CB600B0567D11E2BA49DA326.2_cid392
301	300	1BvR2653/08	07.05.2012	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120507_1bvr265308.html;jsessionid=AD280F8DA5439E47539CBBF725F4103D.2_cid361
302	301	1BvQ17/06	19.06.2006	1	2	2	 die Richterin Haas die Richter Bryde Eichberger  	Haas, Bryde, Eichberger	Haas, Bryde, Eichberger	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/06/qk20060619_1bvq001706.html;jsessionid=D0894AE229C19BD89905F85E82306D99.2_cid370
303	302	2BvR305/932BvR348/93	05.02.2002	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio Mellinghoff  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio, Mellinghoff	Sommer, Jentsch, Hassemer, Osterloh, DiFabio, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/02/rs20020205_2bvr030593.html;jsessionid=1A1B3FEC7BB0F38F1813BE80D7AD07B8.2_cid393
304	303	1BvR507/01	02.05.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/rk20060502_1bvr050701.html;jsessionid=509A5631E1AB873511A5D5EE9AB44D75.2_cid394
305	304	2BvR2207/10	22.05.2012	2	3	3	 die Richterin Lübbe-Wolff den Richter Huber die Richterin Kessal-Wulf  	Lübbe-Wolff, Huber, Kessal-Wulf	Lübbe-Wolff, Huber, Kessal-Wulf	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120522_2bvr220710.html;jsessionid=7E45C2B81A710C34AE8FF71639EE658F.2_cid361
306	305	2BvR1560/06	07.12.2006	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/12/rk20061207_2bvr156006.html;jsessionid=1752BA129BD357C9950B09AF84EB2D90.2_cid393
307	306	1BvR781/94	28.07.1998	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/07/rk19980728_1bvr078194.html;jsessionid=7E206C850B1D8CA396DC7D94DF86A500.2_cid383
308	307	2BvK1/00	07.05.2001	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio Mellinghoff  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio, Mellinghoff	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, DiFabio, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/05/ks20010507_2bvk000100.html;jsessionid=8356935591793DD6B443D8646ABD7964.2_cid393
309	308	2BvR1198/08	26.08.2008	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Gerhardt  	Mellinghoff, Lübbe-Wolff, Gerhardt	Mellinghoff, Lübbe-Wolff, Gerhardt	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/08/rk20080826_2bvr119808.html;jsessionid=E39EF4C2D8EA6E5707E05FAAFD52A116.2_cid370
310	309	2BvR1465/12	24.02.2015	2	2	2	 den Richter Landau   die Richterinnen Kessal-Wulf   König  	Landau, Kessal-Wulf, König	Landau, Kessal-Wulf, König	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/02/rk20150224_2bvr146512.html;jsessionid=02A97138CC4D3E268DA47CE6311E251A.2_cid394
311	310	2BvQ6/03	10.03.2003	2	1	1	 die Richter Sommer Di Fabio die Richterin Lübbe-Wolff  	Sommer, Di Fabio, Lübbe-Wolff	Sommer, DiFabio, Lübbe-Wolff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/03/qk20030310_2bvq000603.html;jsessionid=8CB31DDFAB00D8B03F8A5EBB9F1757AB.2_cid392
312	311	1BvR1438/07	29.05.2008	1	1	1	 den Präsidenten Papier die Richter Eichberger Masing  	Papier, Eichberger, Masing	Papier, Eichberger, Masing	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/05/rk20080529_1bvr143807.html;jsessionid=96492DCBBDC60E38E7B8BB438F05BA75.2_cid370
313	312	2BvR120/07	29.03.2007	2	1	1	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/03/rk20070329_2bvr012007.html;jsessionid=45BA4932F3C0B7A5D61AD1C4F4CCBD93.2_cid394
314	313	2BvR1022/01	03.07.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/07/rk20010703_2bvr102201.html;jsessionid=2EFAFFBB7F673D17E93D57141AAF84EB.2_cid383
315	314	1BvR1577/00	10.04.2001	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde, 	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/04/rk20010410_1bvr157700.html;jsessionid=91560C047741D94139EEE82A857BE86E.2_cid383
316	315	2BvR790/03	10.06.2003	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/06/rk20030610_2bvr079003.html;jsessionid=A828D6A7A3A4837B4669EB52F5BB9749.2_cid393
317	316	1BvR1848/111BvR2162/11	24.10.2011	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/10/rk20111024_1bvr184811.html;jsessionid=5C5888C7B7A3B3553001183E1BA3DE30.2_cid392
318	317	2BvR1027/02	20.12.2002	2	NA	NA	 Vizepräsident Hassemer Sommer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff  	Hassemer, Sommer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff	Hassemer, Sommer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/12/rs20021220_2bvr102702.html;jsessionid=2BE8E9657EC7F186C92C45B2A527E5BF.2_cid383
319	318	2BvR633/11	21.04.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Landau  	Mellinghoff, Lübbe-Wolff, Landau	Mellinghoff, Lübbe-Wolff, Landau	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/04/rk20110421_2bvr063311.html;jsessionid=B90036CC1DF4004E54AECFF2307C4278.2_cid383
320	319	2BvR1828/01	03.01.2002	2	1	1	 Sommer Broß Mellinghoff  	Sommer, Broß, Mellinghoff	Sommer, Broß, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/01/rk20020103_2bvr182801.html;jsessionid=4CD9BF079CB18986293CACD8468ADB45.2_cid370
321	320	1BvR1646/02	27.08.2003	1	3	3	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/08/rk20030827_1bvr164602.html;jsessionid=A57321C7EA2A3076FBFAC76FCAA948E0.2_cid394
322	321	1BvR1681/11	06.12.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/12/rk20111206_1bvr168111.html;jsessionid=5E6BAC39593B95CFA0767E80925AA1E4.2_cid361
323	322	1BvR75/90	09.08.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	None	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/08/rk19990809_1bvr007590.html;jsessionid=B85ADECA9FB6DCC6739CEE3A34717C76.2_cid393
324	323	1BvR1143/98	01.08.2002	1	1	1	 den Präsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020801_1bvr114398.html;jsessionid=05560A09B6A172C4050E96BD3A91B3D4.2_cid393
325	324	NA	None	NA	NA	NA	 	No names in the text	None	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/10/rk20021016_2bvr207201.html;jsessionid=B971774BC001121FF1EDEC7C3666DEAA.2_cid393
326	325	2BvC11/11	31.01.2012	2	NA	NA	 Präsident Voßkuhle Lübbe-Wolff Gerhardt Landau Huber Hermanns Müller Kessal-Wulf  	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/01/cs20120131_2bvc001111.html;jsessionid=1AB9C483AAD944803CFA1565D2C0724C.2_cid394
327	326	1BvR3031/08	29.01.2010	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100129_1bvr303108.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361
328	327	1BvR2719/04	09.02.2005	1	3	3	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/02/rk20050209_1bvr271904.html;jsessionid=31A5D527755C71E9B2B1E0843F9C2D9B.2_cid394
329	328	1BvR1809/12	27.09.2012	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/09/rk20120927_1bvr180912.html;jsessionid=F57221A06D40EA6EFF826FFEE6121191.2_cid393
330	329	2BvR1560/00	09.11.2000	2	1	1	 die Richter Sommer Broß die Richterin Osterloh  	Sommer, Broß, Osterloh	Sommer, Broß, Osterloh	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/11/rk20001109_2bvr156000.html;jsessionid=CB6237CCB0C8652867A14D2FF4A54D66.2_cid393
331	330	2BvQ18/03	25.03.2003	2	NA	NA	 Vizepräsident Hassemer Sommer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff  	Hassemer, Sommer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff	Hassemer, Sommer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/03/qs20030325_2bvq001803.html;jsessionid=AD37D168C6FBB6EC8C939A23CCF0EE4D.2_cid361
332	331	2BvR2354/04	13.11.2007	2	2	2	 den Richter Broß die Richterin Lübbe-Wolff den Richter Gerhardt  	Broß, Lübbe-Wolff, Gerhardt	Broß, Lübbe-Wolff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/11/rk20071113_2bvr235404.html;jsessionid=EEECE4EF753CAE30074DE0065D7ED54A.2_cid392
333	332	2BvR1247/012BvR1248/01	26.11.2003	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/11/rk20031126_2bvr124701.html;jsessionid=AA54BF0A16911399B091367D826E4536.2_cid392
334	333	1BvR2378/10	29.02.2012	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/02/rk20120229_1bvr237810.html;jsessionid=3B99F1E191FB0B1F053D4C53EE380026.2_cid394
335	334	2BvR2233/04	31.10.2005	2	3	3	 den Richter Broß die Richterin Osterloh den Richter Mellinghoff  	Broß, Osterloh, Mellinghoff	Broß, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/10/rk20051031_2bvr223304.html;jsessionid=A2A88A075C7260BFDE7B4E93EDEF4DC2.2_cid392
336	335	2BvR408/16	10.03.2016	2	3	3	 die Richter Huber   Müller   Maidowski  	Huber, Müller, Maidowski	Huber, Müller, Maidowski	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2016/03/rk20160310_2bvr040816.html;jsessionid=2892E6896B883D815B2969A89E4CE0F5.2_cid393
337	336	2BvR944/01	04.11.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/11/rk20011104_2bvr094401.html;jsessionid=6D35C0034064EC361D20575B51B76392.2_cid394
338	337	1BvR2357/041BvQ2/05	22.03.2005	1	NA	NA	 des Präsidenten Papier der Richterin Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde Gaier  	Papier, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier	Papier, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/03/rs20050322_1bvr235704.html;jsessionid=2BA30A008D91FB9617E3BAE2D32CC1AB.2_cid361
339	338	1BvR2224/98	02.03.2000	1	1	1	 Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/03/rk20000302_1bvr222498.html;jsessionid=786B79FF72D9093AD832BBB3A3216E03.2_cid361
340	339	1BvL27/97	10.03.1999	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Steiner  	Kühling, Jaeger, Steiner	Kühling, Jaeger, Steiner	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/lk19990310_1bvl002797.html;jsessionid=12DFCDD3307807381468EEF66D9473CF.2_cid383
341	340	1BvR1788/97	06.02.1998	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Steiner  	Kühling, Jaeger, Steiner	Kühling, Jaeger, Steiner	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/02/rk19980206_1bvr178897.html;jsessionid=14A7724FDAE69E2225195A0FEDF0F42B.2_cid392
342	341	2BvR207/00	01.12.2000	2	1	1	 die Richter Sommer Broß die Richterin Osterloh  	Broß, Sommer, Osterloh	Sommer, Broß, Osterloh	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/12/rk20001201_2bvr020700.html;jsessionid=748DFA66379F51BDFAE404164C600C14.2_cid392
343	342	1BvR290/101BvR291/10	11.03.2010	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100311_1bvr029010.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392
344	343	2BvR1605/00	09.08.2002	2	1	1	 die Richter Sommer Di Fabio die Richterin Lübbe-Wolff  	Sommer, Di Fabio, Lübbe-Wolff	Sommer, DiFabio, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020809_2bvr160500.html;jsessionid=6A9511453CF0163FFB50C8661A0F4D39.2_cid392
345	344	1BvR2355/11	20.02.2012	1	NA	2	 die Richter Gaier Paulus die Richterin Britz  	Gaier, Paulus, Britz	Gaier, Paulus, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/02/rk20120220_1bvr235511.html;jsessionid=62C848AB3FACEDC8B4EC288613DDF536.2_cid361
346	345	2BvR2343/14	02.09.2015	2	2	3	 den Richter Müller   die Richterin Kessal-Wulf   den Richter Maidowski  	Müller, Kessal-Wulf, Maidowski	Müller, Kessal-Wulf, Maidowski	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/09/rk20150902_2bvr234314.html;jsessionid=C1CD69F37E3EEE34754F31E630B4E352.2_cid393
347	346	1BvR2186/06	05.12.2006	1	NA	NA	 des Präsidenten Papier des Richters Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde Gaier Eichberger Schluckebier  	Papier, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, Eichberger, Schluckebier	Papier, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, Eichberger, Schluckebier	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/12/rs20061205_1bvr218606.html;jsessionid=E7E3FDB3ADF4B5024811AF8DA3157A18.2_cid392
348	347	2BvL14/98	23.07.2002	2	3	3	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/07/lk20020723_2bvl001498.html;jsessionid=43BC68B882B93AC115ADAC47A750A695.2_cid383
